0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0124 0000 0000 0000 / 0000 0000 0000 0000 / 0124 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0124 0000 0000 0000 / 0095 0000 0000 0000 / 0124 0000 0000 0000 / 0095 0000 0000 0000 / 0124 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0124 0000 0000 0000 / 0095 0000 0000 0000 / 0095 0000 0000 0000 / 0124 0000 0000 0000 / 0095 0000 0000 0000 / 0095 0000 0000 0000 / 0124 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0124 0000 0000 0000 / 0095 0000 0000 0000 / 0095 0000 0000 0000 / 0095 0000 0000 0000 / 0095 0000 0000 0000 / 0095 0000 0000 0000 / 0124 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0124 0000 0000 0000 / 0095 0000 0000 0000 / 0095 0000 0000 0000 / 0095 0000 0000 0000 / 0095 0000 0000 0000 / 0095 0000 0000 0000 / 0124 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0124 0000 0000 0000 / 0124 0000 0000 0000 / 0124 0000 0000 0000 / 0124 0000 0000 0000 / 0124 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0124 0000 0000 0000 / 0095 0000 0000 0000 / 0095 0000 0000 0000 / 0095 0000 0000 0000 / 0124 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0124 0000 0000 0000 / 0095 0000 0000 0000 / 0095 0000 0000 0000 / 0095 0000 0000 0000 / 0124 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0124 0000 0000 0000 / 0095 0000 0000 0000 / 0095 0000 0000 0000 / 0095 0000 0000 0000 / 0124 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0124 0000 0000 0000 / 0095 0000 0000 0000 / 0095 0000 0000 0000 / 0095 0000 0000 0000 / 0124 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 0000 0000 0000 0000 / 
